year,Rank,Name,No. of FTE students,No. of students per staff,International students,Female:Male ratio,rank_prefix
2022,1001–1200,South Ural State University,"20,326",14.2,9%,41 : 59,
2022,1001–1200,University of South Wales,"15,310",15.0,18%,54 : 46,
2022,1001–1200,Southwest Jiaotong University,"43,424",16.0,2%,25 : 75,
2022,1001–1200,University of Split,"19,600",17.0,2%,56 : 44,
2022,1001–1200,Sri Venkateswara University,"7,658",14.4,0%,42 : 58,
2022,1001–1200,University of Staffordshire,"9,120",17.5,12%,48 : 52,
2022,1001–1200,St Marianna University School of Medicine,839,0.9,1%,36 : 64,
2022,1001–1200,SWPS University,"13,987",36.0,9%,75 : 25,
2022,1001–1200,Tallinn University,"4,062",10.3,19%,71 : 29,
2022,1001–1200,Tanta University,"124,548",22.8,1%,53 : 47,
2022,1001–1200,Technological University Dublin,"20,479",18.9,20%,43 : 57,
2022,1001–1200,University of Technology of Compiègne,"4,241",15.8,23%,39 : 61,
2022,1001–1200,University of Technology of Troyes,"2,954",18.3,23%,23 : 77,
2022,1001–1200,Teesside University,"12,780",19.8,15%,57 : 43,
2022,1001–1200,Texas State University,"31,600",19.2,1%,59 : 41,
2022,1001–1200,Tezpur University,"3,985",12.8,0%,41 : 59,
2022,1001–1200,Tokyo University of Agriculture and Technology,"5,690",15.2,6%,31 : 69,
2022,1001–1200,Tokyo Medical University,"1,370",1.7,0%,49 : 51,
2022,1001–1200,Tshwane University of Technology,"48,386",42.4,2%,54 : 46,
2022,1001–1200,University of Tunis El Manar,"29,049",8.9,2%,68 : 32,
2022,1001–1200,Universiti Tunku Abdul Rahman (UTAR),"17,727",15.4,4%,51 : 49,
2022,1001–1200,Ural Federal University,"27,099",13.0,16%,49 : 51,
2022,1001–1200,Urmia University,"14,729",28.9,1%,50 : 50,
2022,1001–1200,"Vietnam National University, Hanoi","41,803",14.3,1%,64 : 36,
2022,1001–1200,University of Vigo,"17,794",15.6,6%,51 : 49,
2022,1001–1200,Vilnius Gediminas Technical University (Vilnius Tech),"9,164",13.8,12%,32 : 68,
2022,1001–1200,"Visvesvaraya National Institute of Technology, Nagpur","4,616",17.2,3%,24 : 76,
2022,1001–1200,Volgograd State Technical University,"13,307",14.1,8%,31 : 69,
2022,1001–1200,University of West Bohemia,"10,751",14.8,4%,54 : 46,
2022,1001–1200,University of Wolverhampton,"14,525",17.6,22%,63 : 37,
2022,1001–1200,Xiangtan University,"31,402",20.9,2%,54 : 46,
2022,1001–1200,Yangzhou University,"34,393",12.6,4%,55 : 45,
2022,1001–1200,Yıldız Technical University,"31,369",33.3,6%,42 : 58,
2022,1001–1200,University of Zagreb,"57,807",15.2,4%,60 : 40,
2022,1001–1200,Zanjan University of Medical Sciences,"4,677",11.1,1%,57 : 43,
2022,1001–1200,University of Zaragoza,"27,953",10.0,7%,54 : 46,
2022,1001–1200,Zhejiang University of Technology,"31,469",14.9,7%,,
2022,1001–1200,University of Žilina,"7,040",12.2,2%,34 : 66,
2022,1201+,University of Abou Bekr Belkaïd Tlemcen,"42,261",21.2,1%,67 : 33,
2022,1201+,Acıbadem University,"2,687",5.9,3%,74 : 26,
2022,1201+,Adolfo Ibáñez University,"10,375",25.4,5%,38 : 62,
2022,1201+,AGH University of Krakow,"21,317",14.0,2%,35 : 65,
2022,1201+,Universitas Airlangga,"27,351",9.7,2%,64 : 36,
2022,1201+,Akdeniz University,"41,824",28.1,3%,38 : 62,
2022,1201+,Akita University,"4,970",10.3,3%,36 : 64,
2022,1201+,Aksaray University,"21,939",27.3,7%,46 : 54,
2022,1201+,Alexandru Ioan Cuza University,"24,047",21.5,7%,63 : 37,
2022,1201+,Al-Farabi Kazakh National University,"23,253",5.0,15%,58 : 42,
2022,1201+,University of Alicante,"24,760",16.1,9%,58 : 42,
2022,1201+,Alzahra University,"9,738",22.1,1%,100 : 0,
2022,1201+,"Amity University, Noida","31,059",14.5,6%,49 : 51,
2022,1201+,Anadolu University,"29,612",22.9,4%,50 : 50,
2022,1201+,"University of the Andes, Venezuela","25,198",10.7,2%,60 : 40,
2022,1201+,Andhra University,"9,048",13.2,6%,49 : 51,
2022,1201+,Universidad Andrés Bello (UNAB),"42,408",18.3,2%,54 : 46,
2022,1201+,Ankara University,"68,578",15.8,5%,52 : 48,
2022,1201+,Annamalai University,"16,582",10.9,2%,50 : 50,
2022,1201+,Aoyama Gakuin University,"19,275",11.8,4%,50 : 50,
2022,1201+,"Arab Academy for Science, Technology and Maritime Transport","27,395",12.5,4%,26 : 74,
2022,1201+,Arak University,"6,680",22.3,2%,56 : 44,
2022,1201+,Ariel University,"13,004",22.8,0%,43 : 57,
2022,1201+,Austral University of Chile,"16,886",17.8,2%,52 : 48,
2022,1201+,Universidad Autónoma del Estado de Hidalgo,"37,188",18.7,1%,57 : 43,
2022,1201+,Universidad Autónoma del Estado de Mexico (UAEMex),"63,490",12.4,0%,58 : 42,
2022,1201+,Universidad Autónoma del Estado de Morelos,"27,141",14.5,0%,55 : 45,
2022,1201+,Universidad Autónoma de Nuevo León (UANL),"123,370",42.9,1%,50 : 50,
2022,1201+,Universidad Autónoma de Querétaro,"23,966",42.4,1%,56 : 44,
2022,1201+,Universidad Autónoma de Yucatán,"17,401",14.1,0%,50 : 50,
2022,1201+,Autonomous University of Baja California,"65,528",21.8,2%,53 : 47,
2022,1201+,Autonomous University of Sinaloa,"83,516",24.6,0%,53 : 47,
2022,1201+,Badji Mokhtar University – Annaba,"46,884",16.1,1%,51 : 49,
2022,1201+,University of Baghdad,"69,750",11.0,0%,57 : 43,
2022,1201+,Bahauddin Zakariya University,"30,872",37.6,0%,40 : 60,
2022,1201+,Baku State University,"22,039",17.2,2%,70 : 30,
2022,1201+,Banasthali University,"10,387",17.5,5%,98 : 2,
2022,1201+,Bangladesh University of Engineering and Technology,"5,941",12.9,0%,22 : 78,
2022,1201+,Bashkir State University,"14,605",13.4,3%,60 : 40,
2022,1201+,Başkent University,"13,545",12.7,2%,59 : 41,
2022,1201+,University of Basrah,"42,808",15.3,0%,57 : 43,
2022,1201+,University of Béjaïa,"41,728",24.3,1%,61 : 39,
2022,1201+,Belarusian State University,"24,684",7.8,14%,61 : 39,
2022,1201+,Belgorod State National Research University,"13,290",14.8,18%,63 : 37,
2022,1201+,Benemérita Universidad Autónoma de Puebla,"79,502",44.3,0%,53 : 47,
2022,1201+,BINUS University,"15,287",13.9,4%,42 : 58,
2022,1201+,University of Bío-Bío,"12,933",25.7,1%,43 : 57,
2022,1201+,University of Birjand,"12,059",24.1,2%,53 : 47,
2022,1201+,University of Biskra,"33,639",23.8,1%,64 : 36,
2022,1201+,Blida 1 University,"32,458",22.4,1%,62 : 38,
2022,1201+,Bolu Abant Izzet Baysal University,"22,855",22.7,2%,56 : 44,
2022,1201+,University of Botswana,"12,975",17.1,4%,58 : 42,
2022,1201+,University of Brawijaya,"50,677",16.7,1%,55 : 45,
2022,1201+,Brno University of Technology,"17,671",16.8,22%,29 : 71,
2022,1201+,Bu-Ali Sina University,"11,049",25.3,1%,55 : 45,
2022,1201+,University of Bucharest,"30,096",51.7,2%,71 : 29,
2022,1201+,Budapest University of Technology and Economics,"19,351",17.5,12%,31 : 69,
2022,1201+,Burapha University,"33,104",23.1,1%,63 : 37,
2022,1201+,University of Burgos,"7,504",13.6,4%,47 : 53,
2022,1201+,Bursa Uludağ University,"34,973",21.9,10%,53 : 47,
2022,1201+,University of Calcutta,"19,004",24.6,1%,60 : 40,
2022,1201+,University of Carthage,"28,985",9.4,1%,66 : 34,
2022,1201+,Catholic University of the North,"11,359",17.3,2%,46 : 54,
2022,1201+,University of Caxias do Sul,"14,389",25.3,0%,53 : 47,
2022,1201+,Ceará State University,"15,719",13.2,0%,49 : 51,
2022,1201+,Chang Gung University of Science and Technology,"6,318",26.4,1%,90 : 10,
2022,1201+,Chaoyang University of Technology,"15,858",40.6,6%,55 : 45,
2022,1201+,"University of Chemistry and Technology, Prague","3,842",8.5,23%,60 : 40,
2022,1201+,University of Chester,"10,740",18.4,13%,68 : 32,
2022,1201+,Chiba Institute of Technology,"9,981",23.3,2%,14 : 86,
2022,1201+,Chubu University,"11,974",22.1,2%,26 : 74,
2022,1201+,Chungbuk National University,"17,669",13.9,6%,44 : 56,
2022,1201+,Chuo University,"25,729",37.3,4%,37 : 63,
2022,1201+,Cochin University of Science and Technology,"3,545",17.3,1%,58 : 42,
2022,1201+,University of Colorado Colorado Springs,"12,807",22.0,2%,54 : 46,
2022,1201+,Comillas Pontifical University,"10,003",21.8,6%,54 : 46,
2022,1201+,Corvinus University of Budapest,"12,722",26.7,20%,54 : 46,
2022,1201+,Cracow University of Technology,"13,092",12.1,2%,38 : 62,
2022,1201+,Cukurova University,"42,177",18.6,4%,46 : 54,
2022,1201+,Damghan University,"4,706",27.7,0%,62 : 38,
2022,1201+,University of Dar es Salaam,"34,259",20.5,0%,43 : 57,
2022,1201+,De La Salle University,"12,386",15.3,3%,49 : 51,
2022,1201+,Del Rosario University,"10,487",11.8,2%,60 : 40,
2022,1201+,Democritus University of Thrace,"28,311",46.6,2%,55 : 45,
2022,1201+,Dicle University,"26,024",15.8,2%,41 : 59,
2022,1201+,Diponegoro University,"38,567",13.7,2%,56 : 44,
2022,1201+,Dokkyo Medical University,"1,352",1.3,1%,52 : 48,
2022,1201+,Dokuz Eylül University,"58,563",18.3,2%,47 : 53,
2022,1201+,Doshisha University,"28,074",18.6,4%,42 : 58,
2022,1201+,Dumlupinar University,"45,945",48.8,2%,42 : 58,
2022,1201+,Dunarea de Jos University of Galati,"12,570",16.3,22%,57 : 43,
2022,1201+,EAFIT University,"14,890",24.6,3%,45 : 55,
2022,1201+,University of Economics in Prague,"13,685",27.2,22%,52 : 48,
2022,1201+,Ege University,"46,825",26.7,2%,50 : 50,
2022,1201+,Ehime University,"9,267",13.4,2%,38 : 62,
2022,1201+,The University of Electro-Communications,"4,745",15.7,6%,12 : 88,
2022,1201+,University of Engineering & Technology (UET) Lahore,"13,377",13.1,3%,24 : 76,
2022,1201+,Erciyes University,"47,075",34.5,3%,47 : 53,
2022,1201+,Erzincan Binali Yıldırım University,"14,053",23.6,1%,51 : 49,
2022,1201+,Escuela Politécnica Nacional,"7,207",12.2,1%,30 : 70,
2022,1201+,Escuela Superior Politécnica del Litoral,"11,522",11.9,1%,37 : 63,
2022,1201+,Eskişehir Osmangazi University,"31,086",20.1,3%,42 : 58,
2022,1201+,Universidade do Estado do Rio de Janeiro (UERJ),"22,427",8.8,0%,55 : 45,
2022,1201+,Universidade do Estado de Santa Catarina,"11,718",11.3,1%,50 : 50,
2022,1201+,Universidade Estadual de Maringá,"20,594",10.8,1%,56 : 44,
2022,1201+,Universidade Estadual do Oeste do Paraná (Unioeste),"12,689",10.8,0%,53 : 47,
2022,1201+,Far Eastern Federal University,"15,850",11.3,21%,,
2022,1201+,Universidade Federal da Bahia,"44,829",17.5,0%,41 : 59,
2022,1201+,Universidade Federal do Ceará (UFC),"36,593",15.6,1%,45 : 55,
2022,1201+,Universidade Federal de Ciências da Saúde de Porto Alegre (UFCSPA),"4,996",14.1,2%,68 : 32,
2022,1201+,Universidade Federal do Triângulo Mineiro,"6,404",12.3,0%,53 : 47,
2022,1201+,Federal University of Espírito Santo,"23,782",13.3,1%,53 : 47,
2022,1201+,Federal University of Goiás,"31,274",15.1,0%,52 : 48,
2022,1201+,Universidade Federal da Grande Dourados,"7,805",13.1,0%,,
2022,1201+,Federal University of Itajubá,"8,264",15.5,1%,29 : 71,
2022,1201+,Universidade Federal de Juiz de Fora,"21,068",15.7,1%,57 : 43,
2022,1201+,Federal University of Lavras,"14,034",17.3,1%,52 : 48,
2022,1201+,Universidade Federal do Maranhão (UFMA),"30,123",15.5,0%,54 : 46,
2022,1201+,Federal University of Mato Grosso do Sul,"25,972",16.4,1%,55 : 45,
2022,1201+,Universidade Federal de Ouro Preto (UFOP),"13,861",15.2,1%,50 : 50,
2022,1201+,Federal University of Pará,"44,614",16.2,0%,51 : 49,
2022,1201+,Universidade Federal do Paraná (UFPR),"33,604",13.2,0%,63 : 37,
2022,1201+,Universidade Federal de Pernambuco,"40,890",15.7,1%,50 : 50,
2022,1201+,Federal University of Piauí,"50,150",23.7,0%,,
2022,1201+,Federal University of Rio Grande do Norte (UFRN),"36,910",15.5,0%,45 : 55,
2022,1201+,Federal Rural University of Pernambuco,"17,704",14.0,0%,51 : 49,
2022,1201+,Universidade Federal Rural do Semi-Arido,"7,276",10.6,0%,46 : 54,
2022,1201+,Federal University of Santa Maria,"28,337",14.9,0%,54 : 46,
2022,1201+,Federal University of Tocantins,"16,713",15.1,0%,48 : 52,
2022,1201+,Federal University of Uberlândia,"30,236",16.0,1%,51 : 49,
2022,1201+,Federal University of Vales do Jequitinhonha e Mucuri,"9,772",11.9,0%,61 : 39,
2022,1201+,Federal University of Viçosa,"18,394",15.3,1%,50 : 50,
2022,1201+,Federico Santa María Technical University,"19,291",25.7,4%,25 : 75,
2022,1201+,Feng Chia University,"19,510",22.7,8%,38 : 62,
2022,1201+,Fluminense Federal University,"53,054",14.7,1%,46 : 54,
2022,1201+,Université Frères Mentouri Constantine 1,"34,861",20.9,1%,58 : 42,
2022,1201+,Universidad de las Fuerzas Armadas – ESPE,"21,204",16.3,0%,36 : 64,
2022,1201+,University of Fukui,"5,005",7.9,5%,30 : 70,
2022,1201+,Fukuoka University,"19,782",10.5,1%,40 : 60,
2022,1201+,Universitas Gadjah Mada,"39,477",8.2,5%,56 : 44,
2022,1201+,Gazi University,"40,657",20.0,2%,49 : 51,
2022,1201+,Gaziantep University,"35,667",44.5,11%,45 : 55,
2022,1201+,University of Gdańsk,"19,870",20.1,3%,68 : 32,
2022,1201+,Gebze Technical University,"7,551",22.2,2%,40 : 60,
2022,1201+,"George Emil Palade University of Medicine, Pharmacy, Science, and Technology of Targu Mures","8,892",16.3,9%,59 : 41,
2022,1201+,German University in Cairo,"13,081",13.9,1%,48 : 52,
2022,1201+,Gheorghe Asachi Technical University of Iaşi,"13,442",20.9,7%,30 : 70,
2022,1201+,Gifu University,"7,189",7.5,4%,37 : 63,
2022,1201+,GITAM University,"20,945",13.4,1%,36 : 64,
2022,1201+,Government College University Lahore,"10,715",18.2,1%,40 : 60,
2022,1201+,Grand Valley State University,"21,482",15.5,1%,61 : 39,
2022,1201+,Grigore T. Popa University of Medicine and Pharmacy,"9,568",11.1,26%,67 : 33,
2022,1201+,University of Guadalajara,"130,243",58.0,0%,53 : 47,
2022,1201+,University of Guanajuato,"27,818",19.8,3%,54 : 46,
2022,1201+,Gubkin Russian State University of Oil and Gas,"9,789",12.6,8%,55 : 45,
2022,1201+,Gunma University,"6,288",7.6,4%,38 : 62,
2022,1201+,Gyeongsang National University,"13,502",13.1,4%,45 : 55,
2022,1201+,Hakim Sabzevari University,"7,835",19.6,3%,57 : 43,
2022,1201+,Hallym University,"8,663",10.3,5%,,
2022,1201+,Hanoi University of Science and Technology,"32,222",27.9,1%,24 : 76,
2022,1201+,Hasanuddin University,"31,558",15.5,1%,62 : 38,
2022,1201+,The Hashemite University,"16,987",28.4,6%,62 : 38,
2022,1201+,Université Hassan 1er,"42,623",58.3,3%,52 : 48,
2022,1201+,Université Hassan II de Casablanca,"122,959",36.3,2%,52 : 48,
2022,1201+,University of Havana,"15,157",8.9,5%,63 : 37,
2022,1201+,Hellenic Open University,"20,256",7.1,1%,63 : 37,
2022,1201+,Helwan University,"122,967",18.8,2%,53 : 47,
2022,1201+,Hosei University,"30,662",40.9,3%,38 : 62,
2022,1201+,University of Hradec Králové,"6,344",12.2,2%,65 : 35,
2022,1201+,Hungarian University of Agriculture and Life Sciences,"11,524",11.9,14%,53 : 47,
2022,1201+,University of Hyogo,"6,544",12.7,3%,41 : 59,
2022,1201+,Ibaraki University,"7,916",14.4,3%,36 : 64,
2022,1201+,Ilia State University,"16,866",11.3,2%,62 : 38,
2022,1201+,University of Ilorin,"56,941",37.9,0%,41 : 59,
2022,1201+,Immanuel Kant Baltic Federal University,"7,306",9.3,12%,62 : 38,
2022,1201+,Universidad Industrial de Santander (UIS),"20,968",13.5,1%,45 : 55,
2022,1201+,Instituto Politécnico Nacional (IPN),"120,639",11.3,0%,40 : 60,
2022,1201+,IPB University,"22,499",7.7,3%,46 : 54,
2022,1201+,Irkutsk State University,"13,039",13.5,5%,68 : 32,
2022,1201+,I-Shou University,"12,229",28.6,16%,50 : 50,
2022,1201+,Istanbul Medipol University,"21,056",19.0,6%,66 : 34,
2022,1201+,Ivane Javakhishvili Tbilisi State University,"21,081",26.3,3%,61 : 39,
2022,1201+,Ivan Franko National University of Lviv,"18,895",10.3,1%,65 : 35,
2022,1201+,Ivanovo State University of Chemistry and Technology,"3,740",19.0,6%,48 : 52,
2022,1201+,Iwate University,"5,382",13.6,3%,38 : 62,
2022,1201+,Izmir Institute of Technology,"5,342",18.9,3%,46 : 54,
2022,1201+,Jan Evangelista Purkyně University,"7,394",17.8,3%,68 : 32,
2022,1201+,Jawaharlal Nehru Technological University Anantapur (JNTUA),"5,811",16.7,0%,42 : 58,
2022,1201+,Jean Moulin University – Lyon 3,"29,617",41.9,21%,65 : 35,
2022,1201+,Jeju National University,"12,015",18.9,6%,52 : 48,
2022,1201+,Kagawa University,"6,366",9.5,2%,42 : 58,
2022,1201+,Kagoshima University,"10,477",10.0,2%,37 : 63,
2022,1201+,Kanagawa University,"18,137",15.3,4%,29 : 71,
2022,1201+,Kanazawa Medical University,"1,141",2.3,2%,53 : 47,
2022,1201+,Kangwon National University,"22,420",22.3,3%,41 : 59,
2022,1201+,Kansai University,"30,635",11.4,3%,40 : 60,
2022,1201+,University of Karachi,"43,770",50.7,0%,55 : 45,
2022,1201+,Karadeniz Technical University,"38,630",18.3,4%,44 : 56,
2022,1201+,Kasetsart University,"67,633",19.4,1%,63 : 37,
2022,1201+,Kaunas University of Technology,"9,060",14.7,8%,35 : 65,
2022,1201+,Kazan National Research Technical University,"6,995",12.5,13%,26 : 74,
2022,1201+,Kazan National Research Technological University,"13,685",12.9,15%,43 : 57,
2022,1201+,Kharazmi University,"12,118",15.4,2%,54 : 46,
2022,1201+,Khon Kaen University,"35,729",19.4,2%,58 : 42,
2022,1201+,King Mongkut’s Institute of Technology Ladkrabang,"23,619",22.0,1%,54 : 46,
2022,1201+,King Mongkut's University of Technology North Bangkok,"27,685",24.6,0%,43 : 57,
2022,1201+,Kitasato University,"8,604",5.3,1%,54 : 46,
2022,1201+,Kocaeli University,"71,135",49.1,2%,41 : 59,
2022,1201+,Kochi University,"5,439",8.1,1%,44 : 56,
2022,1201+,Kochi University of Technology,"2,579",20.3,2%,23 : 77,
2022,1201+,Kogakuin University,"6,218",17.6,1%,19 : 81,
2022,1201+,Kookmin University,"17,796",13.4,11%,49 : 51,
2022,1201+,Universiti Kuala Lumpur,"15,715",12.2,3%,41 : 59,
2022,1201+,Kunming University of Science and Technology,"44,330",18.4,2%,36 : 64,
2022,1201+,Kwansei Gakuin University,"25,641",24.9,3%,49 : 51,
2022,1201+,Kyoto Sangyo University,"11,804",20.8,2%,32 : 68,
2022,1201+,Kyoto Institute of Technology,"3,970",13.4,5%,28 : 72,
2022,1201+,Kyushu Institute of Technology (Kyutech),"5,649",16.2,5%,13 : 87,
2022,1201+,Latvia University of Life Sciences and Technologies,"3,845",23.1,3%,50 : 50,
2022,1201+,University of Lethbridge,"6,989",12.7,11%,,
2022,1201+,L.N. Gumilyov Eurasian National University,"19,357",17.4,4%,53 : 47,
2022,1201+,Lobachevsky State University of Nizhni Novgorod,"17,324",7.4,12%,55 : 45,
2022,1201+,University of Lodz,"23,428",17.4,10%,63 : 37,
2022,1201+,Lodz University of Technology,"13,817",18.3,4%,39 : 61,
2022,1201+,Londrina State University,"24,047",13.8,1%,58 : 42,
2022,1201+,Lucian Blaga University of Sibiu,"12,174",15.8,2%,62 : 38,
2022,1201+,University of Lucknow,"16,419",36.9,0%,50 : 50,
2022,1201+,"Lumière University, Lyon 2","25,550",49.7,17%,67 : 33,
2022,1201+,Mackenzie Presbyterian University,"28,426",28.3,0%,50 : 50,
2022,1201+,Maharaja Sayajirao University of Baroda,"28,314",47.9,0%,54 : 46,
2022,1201+,Mahasarakham University,"41,162",32.7,1%,67 : 33,
2022,1201+,Universiti Malaysia Sarawak (UNIMAS),"14,365",18.3,8%,72 : 28,
2022,1201+,Maria Curie-Skłodowska University (UMCS),"19,059",13.1,9%,68 : 32,
2022,1201+,Marmara University,"70,356",35.3,4%,50 : 50,
2022,1201+,University Cadi Ayyad of Marrakech,"105,895",45.0,1%,47 : 53,
2022,1201+,Matej Bel University,"6,712",14.7,7%,67 : 33,
2022,1201+,Meiji University,"33,357",11.7,5%,35 : 65,
2022,1201+,Meijo University,"15,374",31.3,1%,32 : 68,
2022,1201+,Mendel University in Brno,"8,413",16.2,19%,57 : 43,
2022,1201+,M’Hamed Bougara University of Boumerdès,"32,159",21.8,1%,60 : 40,
2022,1201+,Universidad Michoacana de San Nicolás de Hidalgo,"40,012",27.9,1%,53 : 47,
2022,1201+,Mie University,"7,237",8.4,4%,38 : 62,
2022,1201+,Ming Chi University of Technology,"4,496",18.5,2%,27 : 73,
2022,1201+,Ming Chuan University,"18,254",22.2,11%,60 : 40,
2022,1201+,MIREA - Russian Technological University,"23,455",20.5,5%,30 : 70,
2022,1201+,University of Miskolc,"9,069",16.3,4%,48 : 52,
2022,1201+,University of Miyazaki,"5,444",7.4,3%,35 : 65,
2022,1201+,University Mohamed Boudiaf of M’Sila,"35,290",23.9,0%,58 : 42,
2022,1201+,Mohammed V University of Rabat,"81,649",39.9,3%,52 : 48,
2022,1201+,University of Monastir,"18,762",9.4,2%,69 : 31,
2022,1201+,University of Montenegro,"17,014",24.1,2%,48 : 52,
2022,1201+,Moscow Aviation Institute,"15,391",12.8,10%,29 : 71,
2022,1201+,Moscow Polytechnic University,"10,740",12.9,13%,42 : 58,
2022,1201+,Moscow Power Engineering Institute,"14,356",21.0,12%,33 : 67,
2022,1201+,Multimedia University,"8,586",10.7,9%,46 : 54,
2022,1201+,Muroran Institute of Technology,"3,381",19.7,5%,13 : 87,
2022,1201+,Mustansiriyah University,"39,567",8.4,0%,52 : 48,
2022,1201+,University of Mysore,"7,890",21.9,10%,41 : 59,
2022,1201+,Universidad Nacional del Litoral,"45,337",32.8,0%,60 : 40,
2022,1201+,Universidad Nacional Mayor de San Marcos,"35,437",22.8,1%,43 : 57,
2022,1201+,Nagaoka University of Technology,"2,271",11.0,13%,11 : 89,
2022,1201+,Nagoya City University,"4,471",7.4,2%,52 : 48,
2022,1201+,Nagoya Institute of Technology,"5,735",16.4,4%,16 : 84,
2022,1201+,Nara Medical University,"1,278",3.3,0%,45 : 55,
2022,1201+,Naresuan University,"19,284",13.0,1%,64 : 36,
2022,1201+,National Changhua University of Education,"8,385",23.2,10%,53 : 47,
2022,1201+,National Chiayi University,"12,094",24.2,3%,48 : 52,
2022,1201+,National Chi Nan University,"5,896",14.9,11%,54 : 46,
2022,1201+,National Chin-Yi University of Technology,"7,342",24.5,5%,31 : 69,
2022,1201+,National Chung Cheng University,"11,320",19.9,5%,44 : 56,
2022,1201+,National Chung Hsing University,"15,043",16.3,6%,41 : 59,
2022,1201+,National University of Córdoba,"120,292",18.7,2%,62 : 38,
2022,1201+,National University of Cuyo,"38,389",7.7,3%,74 : 26,
2022,1201+,National Ilan University,"5,419",23.2,3%,35 : 65,
2022,1201+,National University of Kaohsiung,"5,663",23.8,4%,40 : 60,
2022,1201+,National Research University of Electronic Technology (MIET),"4,468",8.8,8%,28 : 72,
2022,1201+,National Research Saratov State University,"9,746",9.1,11%,59 : 41,
2022,1201+,National University of the South,"28,364",9.7,1%,58 : 42,
2022,1201+,National Taipei University,"8,349",16.3,5%,54 : 46,
2022,1201+,National Taiwan Ocean University,"8,838",21.2,8%,32 : 68,
2022,1201+,National Technical University Kharkiv Polytechnic Institute,"11,403",8.0,10%,31 : 69,
2022,1201+,National Technical University of Ukraine – Igor Sikorsky Kyiv Polytechnic Institute,"21,170",8.0,3%,30 : 70,
2022,1201+,National United University,"7,457",20.5,2%,33 : 67,
2022,1201+,Necmettin Erbakan University,"20,399",9.9,4%,44 : 56,
2022,1201+,University of Nigeria Nsukka,"36,223",12.2,1%,48 : 52,
2022,1201+,Slovak University of Agriculture in Nitra,"5,326",12.7,3%,53 : 47,
2022,1201+,Nizhny Novgorod State Technical University n.a. R.E. Alekseev,"7,165",10.1,3%,26 : 74,
2022,1201+,University of North Carolina Wilmington,"15,498",19.5,2%,63 : 37,
2022,1201+,"University of the North, Colombia","14,690",19.5,2%,51 : 49,
2022,1201+,North-Eastern Federal University,"12,498",11.6,5%,56 : 44,
2022,1201+,Nosov Magnitogorsk State Technical University,"8,505",14.7,4%,45 : 55,
2022,1201+,Universidade Nove de Julho (Uninove),"84,156",21.1,1%,58 : 42,
2022,1201+,University of Novi Sad,"48,529",16.3,2%,56 : 44,
2022,1201+,Novosibirsk State Technical University,"11,426",10.7,22%,50 : 50,
2022,1201+,Obafemi Awolowo University,"32,830",24.8,0%,44 : 56,
2022,1201+,Ochanomizu University,"2,778",15.1,5%,100 : 0,
2022,1201+,Oita University,"5,596",8.8,2%,37 : 63,
2022,1201+,Oles Honchar Dnipro National University,"9,522",12.1,1%,60 : 40,
2022,1201+,Omsk State Technical University,"16,048",15.1,13%,37 : 63,
2022,1201+,Ondokuz Mayis University,"52,874",25.3,10%,44 : 56,
2022,1201+,University of Oradea,"15,088",17.2,7%,55 : 45,
2022,1201+,Osaka City University,"8,141",8.4,3%,37 : 63,
2022,1201+,Osaka Institute of Technology,"7,158",26.1,1%,13 : 87,
2022,1201+,Osaka Medical College,"1,223",2.7,0%,51 : 49,
2022,1201+,Osaka Prefecture University,"7,724",12.0,4%,36 : 64,
2022,1201+,University of Ostrava,"8,570",16.8,10%,70 : 30,
2022,1201+,Universitas Padjadjaran,"37,497",14.0,2%,59 : 41,
2022,1201+,University of Pannonia,"5,890",16.9,9%,48 : 52,
2022,1201+,University of Pardubice,"7,329",13.6,8%,56 : 44,
2022,1201+,Paris Nanterre University,"34,252",37.1,17%,63 : 37,
2022,1201+,University of Passo Fundo (UPF),"12,991",24.2,0%,58 : 42,
2022,1201+,University of Pau and Pays de l’Adour,"13,620",15.1,15%,52 : 48,
2022,1201+,Pavlov First Saint Petersburg State Medical University,"6,762",7.7,13%,71 : 29,
2022,1201+,Perm National Research Polytechnic University,"8,488",9.0,9%,31 : 69,
2022,1201+,Perm State University,"9,383",11.5,3%,60 : 40,
2022,1201+,University of Pernambuco,"18,556",17.2,0%,43 : 57,
2022,1201+,Persian Gulf University,"6,689",29.3,1%,53 : 47,
2022,1201+,Pirogov Russian National Research Medical University,"8,468",6.4,6%,72 : 28,
2022,1201+,PMAS Arid Agriculture University Rawalpindi,"10,924",43.7,0%,37 : 63,
2022,1201+,Universidad Politécnica Salesiana,"24,420",28.2,1%,40 : 60,
2022,1201+,Polytechnic University of Bucharest,"29,970",23.8,3%,36 : 64,
2022,1201+,Polytechnic University of Timişoara,"12,715",20.2,2%,39 : 61,
2022,1201+,Pontifical Catholic University of Minas Gerais,"39,904",31.2,1%,56 : 44,
2022,1201+,Universidad Pontificia Bolivariana (UPB),"12,539",11.5,2%,56 : 44,
2022,1201+,Port Said University,"22,163",24.9,0%,47 : 53,
2022,1201+,Poznan University of Technology,"15,506",12.1,4%,31 : 69,
2022,1201+,Prince of Songkla University,"35,735",14.3,2%,66 : 34,
2022,1201+,Privolzhsky Research Medical University,"4,502",6.9,19%,72 : 28,
2022,1201+,PSG College of Technology,"8,734",14.3,0%,38 : 62,
2022,1201+,Purdue University Northwest,"8,518",15.1,6%,55 : 45,
2022,1201+,Qassim University,"48,543",11.7,5%,62 : 38,
